,first,second,third,allCorrect
1138,False,True,False,False
1139,False,True,False,False
1140,True,True,True,True
1141,True,True,False,False
1142,False,True,True,False
1143,True,True,False,False
1144,False,True,False,False
1145,False,True,False,False
1146,True,True,False,False
1147,False,True,False,False
1148,False,True,True,False
1149,False,True,False,False
1150,True,True,False,False
1151,False,True,False,False
1152,False,True,False,False
1153,True,True,False,False
1154,True,True,True,True
1155,False,True,True,False
1156,True,False,False,False
1157,True,True,False,False
1158,False,True,True,False
1159,True,True,True,True
1160,False,True,True,False
1161,True,False,True,False
1162,True,True,False,False
1163,False,True,False,False
1164,False,True,False,False
1165,True,True,False,False
1166,True,True,True,True
1167,False,True,True,False
1168,False,True,False,False
1169,True,True,False,False
1170,False,True,False,False
1171,True,True,False,False
1172,True,True,True,True
1173,True,True,False,False
1174,False,True,False,False
1175,True,True,True,True
1176,False,True,True,False
1177,False,True,False,False
1178,False,True,False,False
1179,False,True,False,False
1180,True,True,False,False
1181,True,True,False,False
1182,True,True,False,False
1183,True,True,False,False
1184,False,True,True,False
1185,True,True,True,True
1186,False,False,True,False
1187,False,True,False,False
1188,True,True,True,True
1189,False,False,True,False
1190,False,True,False,False
1191,True,True,True,True
1192,False,True,False,False
1193,False,True,True,False
1194,False,True,False,False
1195,False,True,True,False
1196,True,True,False,False
1197,True,True,True,True
1198,False,True,True,False
1199,False,True,False,False
1200,False,True,False,False
1201,False,False,True,False
1202,True,True,False,False
1203,True,True,True,True
1204,True,True,True,True
1205,True,True,False,False
1206,True,True,False,False
1207,False,True,False,False
1208,True,True,False,False
1209,False,True,False,False
1210,False,True,False,False
1211,False,False,True,False
1212,True,True,True,True
1213,True,True,True,True
1214,True,True,False,False
1215,False,True,False,False
1216,False,False,True,False
1217,True,True,True,True
1218,True,True,False,False
1219,True,True,False,False
1220,True,True,True,True
1221,True,True,True,True
1222,True,True,True,True
1223,True,True,False,False
1224,False,False,True,False
1225,False,True,False,False
1226,False,True,True,False
1227,False,True,True,False
1228,True,True,False,False
1229,True,True,False,False
1230,True,True,True,True
1231,False,True,False,False
1232,False,True,False,False
1233,True,True,False,False
1234,True,True,False,False
1235,False,True,False,False
1236,True,True,False,False
1237,True,False,False,False
1238,False,True,True,False
1239,True,True,False,False
1240,False,False,True,False
1241,True,True,False,False
1242,True,True,True,True
1243,True,True,True,True
1244,False,True,True,False
1245,False,False,True,False
1246,False,True,False,False
1247,False,True,False,False
1248,True,True,False,False
1249,False,True,True,False
1250,False,True,True,False
1251,False,True,True,False
1252,True,True,True,True
1253,True,True,True,True
1254,True,True,True,True
1255,False,False,False,False
1256,True,True,False,False
1257,True,False,False,False
1258,True,True,False,False
1259,True,True,True,True
1260,True,True,True,True
1261,False,True,True,False
1262,True,True,True,True
1263,True,True,False,False
1264,True,True,True,True
1265,True,True,False,False
1266,True,False,False,False
1267,True,True,False,False
1268,False,True,False,False
1269,False,True,False,False
1270,False,True,False,False
1271,True,False,True,False
1272,True,True,True,True
1273,True,True,True,True
1274,True,True,False,False
1275,True,True,True,True
1276,False,True,True,False
1277,True,True,True,True
1278,True,True,False,False
1279,True,True,True,True
1280,True,True,True,True
1281,True,True,True,True
1282,False,False,False,False
1283,True,True,True,True
1284,False,True,False,False
1285,True,True,True,True
1286,True,True,True,True
1287,True,True,True,True
1288,False,True,False,False
1289,True,True,False,False
1290,False,True,True,False
1291,True,True,True,True
1292,False,True,False,False
1293,False,True,False,False
1294,False,False,True,False
1295,False,True,True,False
1296,True,True,True,True
1297,False,True,False,False
1298,False,True,False,False
1299,True,True,True,True
1300,False,True,False,False
1301,True,True,True,True
1302,True,True,False,False
1303,False,True,False,False
1304,True,True,True,True
1305,False,True,False,False
1306,False,True,False,False
1307,False,True,False,False
1308,True,True,True,True
1309,True,True,True,True
1310,True,True,True,True
1311,False,True,False,False
1312,True,True,False,False
1313,True,True,True,True
1314,True,True,False,False
1315,False,True,False,False
1316,False,True,True,False
1317,True,True,False,False
1318,False,True,False,False
1319,True,True,False,False
1320,True,True,False,False
1321,True,True,False,False
1322,False,True,False,False
1323,True,True,False,False
1324,True,True,False,False
1325,True,True,True,True
1326,False,False,False,False
1327,True,True,False,False
1328,True,True,False,False
1329,False,True,False,False
1330,True,True,True,True
1331,False,True,True,False
1332,True,True,False,False
1333,True,False,True,False
1334,False,True,True,False
1335,False,True,True,False
1336,False,True,False,False
1337,True,False,False,False
1338,False,True,True,False
1339,True,True,True,True
1340,False,True,False,False
1341,True,False,False,False
1342,True,True,True,True
1343,False,True,True,False
1344,True,True,True,True
1345,True,True,True,True
1346,False,True,False,False
1347,False,True,True,False
1348,True,True,True,True
1349,False,True,True,False
1350,True,True,False,False
1351,False,True,True,False
1352,True,True,True,True
1353,True,True,True,True
1354,False,True,False,False
1355,False,True,True,False
1356,False,True,False,False
1357,True,True,False,False
1358,False,True,True,False
1359,False,True,False,False
1360,False,True,True,False
1361,False,True,False,False
1362,False,True,True,False
1363,True,True,False,False
1364,True,True,False,False
1365,False,False,False,False
1366,True,True,True,True
1367,False,False,True,False
1368,False,True,False,False
1369,True,True,True,True
1370,True,True,True,True
1371,False,True,False,False
1372,True,True,True,True
1373,True,True,True,True
1374,False,True,False,False
1375,True,False,True,False
1376,True,True,False,False
1377,True,True,False,False
1378,False,True,False,False
1379,False,True,True,False
1380,False,True,True,False
1381,True,True,True,True
1382,True,True,False,False
1383,True,False,True,False
1384,True,True,False,False
1385,False,True,False,False
1386,True,True,False,False
1387,True,True,False,False
1388,False,True,False,False
1389,False,False,False,False
1390,True,True,False,False
1391,True,False,True,False
1392,True,True,True,True
1393,False,True,False,False
1394,False,True,False,False
1395,False,True,False,False
1396,True,True,True,True
1397,False,True,True,False
1398,False,True,True,False
1399,True,True,True,True
1400,False,True,False,False
1401,False,True,False,False
1402,False,True,True,False
1403,False,True,False,False
1404,False,True,False,False
1405,False,True,False,False
1406,True,True,False,False
1407,False,True,False,False
1408,True,True,True,True
1409,True,True,True,True
1410,True,True,False,False
1411,True,True,False,False
1412,False,True,True,False
1413,True,False,True,False
1414,False,True,True,False
1415,True,True,True,True
1416,True,True,False,False
1417,True,False,True,False
1418,False,False,True,False
1419,False,True,False,False
1420,False,True,False,False
1421,True,True,True,True
1422,True,True,True,True
1423,True,True,True,True
1424,False,True,True,False
1425,False,False,False,False
1426,True,True,True,True
1427,True,True,True,True
1428,True,True,True,True
1429,False,False,False,False
1430,True,True,False,False
1431,True,True,True,True
1432,True,True,False,False
1433,True,True,True,True
1434,True,True,False,False
1435,True,True,True,True
1436,True,True,False,False
1437,False,True,False,False
1438,False,True,False,False
1439,True,True,True,True
1440,False,False,True,False
1441,False,True,False,False
1442,False,True,False,False
1443,True,True,False,False
1444,True,True,False,False
1445,False,False,True,False
1446,False,True,False,False
1447,True,False,False,False
1448,True,True,False,False
1449,True,True,False,False
1450,False,True,True,False
1451,True,True,False,False
1452,False,True,False,False
1453,False,True,True,False
1454,True,True,False,False
1455,True,False,True,False
1456,True,True,False,False
1457,True,True,True,True
1458,True,True,False,False
1459,True,True,True,True
1460,True,False,False,False
1461,True,True,True,True
1462,True,True,True,True
1463,True,True,True,True
1464,False,True,False,False
1465,True,False,False,False
1466,False,True,True,False
1467,False,True,True,False
1468,True,True,False,False
1469,True,True,True,True
1470,True,True,True,True
1471,False,True,False,False
1472,False,True,False,False
1473,True,True,False,False
1474,False,True,False,False
1475,False,True,False,False
1476,True,True,True,True
1477,False,True,True,False
1478,True,True,True,True
1479,False,True,True,False
1480,False,True,False,False
1481,False,True,False,False
1482,True,False,False,False
1483,False,False,True,False
1484,False,False,True,False
1485,True,True,False,False
1486,True,True,True,True
1487,True,True,True,True
1488,False,True,True,False
1489,True,True,True,True
1490,True,True,False,False
1491,True,False,False,False
1492,False,True,False,False
1493,True,True,True,True
1494,True,True,False,False
1495,True,True,True,True
1496,False,True,False,False
1497,False,True,True,False
1498,False,True,True,False
1499,True,True,True,True
1500,True,True,False,False
1501,False,True,False,False
1502,False,True,False,False
1503,True,True,False,False
1504,True,True,True,True
1505,True,False,False,False
1506,False,False,True,False
1507,True,True,True,True
1508,True,True,False,False
1509,True,True,True,True
1510,True,True,True,True
1511,True,True,True,True
1512,True,True,False,False
1513,False,True,True,False
1514,False,True,False,False
1515,False,True,False,False
1516,True,True,False,False
1517,True,True,True,True
1518,True,True,True,True
1519,False,True,False,False
1520,False,True,True,False
1521,False,True,True,False
1522,False,False,True,False
1523,False,False,False,False
1524,False,True,False,False
1525,False,False,True,False
1526,True,True,True,True
1527,False,True,True,False
1528,False,True,False,False
1529,True,True,True,True
1530,False,True,False,False
1531,True,True,True,True
1532,True,True,False,False
1533,True,True,False,False
1534,False,True,True,False
1535,False,True,False,False
1536,True,True,False,False
1537,True,True,False,False
1538,True,True,False,False
1539,True,True,False,False
1540,True,True,True,True
1541,False,True,True,False
1542,True,True,False,False
1543,False,True,True,False
1544,False,True,False,False
1545,True,False,False,False
1546,True,True,True,True
1547,True,True,True,True
1548,True,True,False,False
1549,False,True,True,False
1550,True,True,True,True
1551,True,True,True,True
1552,True,True,False,False
1553,True,True,True,True
1554,False,True,True,False
1555,True,True,False,False
1556,True,True,False,False
1557,True,False,True,False
1558,True,True,False,False
1559,True,True,True,True
1560,True,True,True,True
1561,True,True,True,True
1562,False,True,True,False
1563,False,True,True,False
1564,True,True,False,False
1565,True,True,False,False
1566,True,True,False,False
1567,False,True,False,False
1568,True,True,False,False
1569,False,True,False,False
1570,True,False,True,False
1571,True,True,True,True
1572,False,True,False,False
1573,False,True,True,False
1574,False,True,True,False
1575,True,True,False,False
1576,True,True,False,False
1577,True,True,False,False
1578,True,True,False,False
1579,True,True,False,False
1580,True,False,False,False
1581,True,False,True,False
1582,False,True,False,False
1583,False,True,False,False
1584,False,True,False,False
1585,True,True,True,True
1586,True,True,True,True
1587,False,True,False,False
1588,True,False,False,False
1589,False,True,True,False
1590,False,True,True,False
1591,False,True,False,False
1592,False,True,False,False
1593,False,True,False,False
1594,True,True,True,True
1595,True,True,True,True
1596,False,True,True,False
1597,True,True,False,False
1598,False,True,False,False
1599,False,True,True,False
1600,True,True,False,False
1601,True,True,True,True
1602,True,False,True,False
1603,False,True,False,False
1604,True,True,False,False
1605,True,True,True,True
1606,True,False,False,False
1607,False,True,True,False
1608,True,True,True,True
1609,False,True,True,False
1610,True,True,False,False
1611,True,True,False,False
1612,False,True,False,False
1613,False,True,False,False
1614,False,True,False,False
1615,True,True,False,False
1616,True,True,False,False
1617,True,False,False,False
1618,False,True,False,False
1619,False,True,False,False
1620,True,True,False,False
1621,True,True,False,False
1622,True,True,True,True
1623,True,True,True,True
1624,True,True,False,False
1625,True,True,True,True
1626,True,True,False,False
1627,False,True,True,False
1628,True,True,False,False
1629,True,True,False,False
1630,True,False,True,False
1631,False,True,False,False
1632,True,True,False,False
1633,True,False,False,False
1634,False,True,False,False
1635,False,True,True,False
1636,True,True,False,False
1637,True,True,True,True
1638,True,True,False,False
1639,True,True,True,True
1640,True,True,False,False
1641,False,True,False,False
1642,True,True,True,True
1643,True,True,False,False
1644,True,True,False,False
1645,False,True,False,False
1646,False,True,True,False
1647,True,True,False,False
1648,True,True,False,False
1649,False,True,True,False
1650,False,True,False,False
1651,False,False,False,False
1652,True,True,True,True
1653,True,True,False,False
1654,True,False,True,False
1655,True,True,True,True
1656,True,True,True,True
1657,False,True,False,False
1658,True,True,False,False
1659,True,False,True,False
1660,True,False,False,False
1661,True,True,False,False
1662,True,True,True,True
1663,True,True,True,True
1664,False,True,False,False
1665,False,True,False,False
1666,False,True,False,False
1667,False,True,True,False
1668,False,True,False,False
1669,True,True,False,False
1670,True,True,True,True
1671,False,True,True,False
1672,True,True,True,True
1673,True,True,False,False
1674,True,True,False,False
1675,True,True,False,False
1676,False,False,True,False
1677,False,True,True,False
1678,False,True,True,False
1679,False,True,False,False
1680,False,True,True,False
1681,True,True,True,True
1682,True,False,False,False
1683,True,True,False,False
1684,True,True,True,True
1685,True,True,False,False
1686,True,True,True,True
1687,False,True,True,False
1688,True,True,False,False
1689,True,True,True,True
1690,True,True,False,False
1691,True,True,True,True
1692,True,True,False,False
1693,False,True,False,False
1694,False,True,False,False
1695,True,True,True,True
1696,True,True,True,True
1697,True,False,True,False
1698,True,False,False,False
1699,False,True,True,False
1700,True,True,False,False
1701,True,True,True,True
1702,True,False,True,False
1703,True,True,False,False
1704,True,True,True,True
1705,True,True,False,False
1706,False,True,True,False
1707,True,True,True,True
1708,False,True,False,False
1709,False,False,False,False
1710,False,True,True,False
1711,False,True,False,False
1712,False,False,False,False
1713,True,False,True,False
1714,False,True,False,False
1715,False,True,False,False
1716,True,True,True,True
1717,True,False,True,False
1718,True,False,False,False
1719,False,True,True,False
1720,False,False,True,False
1721,False,True,True,False
1722,True,True,True,True
1723,False,True,False,False
1724,True,True,False,False
1725,True,True,False,False
1726,False,True,False,False
1727,False,True,True,False
1728,True,True,True,True
1729,True,True,False,False
1730,False,True,True,False
1731,False,True,False,False
1732,True,True,True,True
1733,False,True,False,False
1734,True,True,False,False
1735,True,True,True,True
1736,True,True,False,False
1737,True,True,True,True
1738,False,True,False,False
1739,False,True,True,False
1740,True,True,False,False
1741,False,False,False,False
1742,True,True,False,False
1743,False,True,True,False
1744,True,True,False,False
1745,True,True,True,True
1746,True,False,False,False
1747,True,False,True,False
1748,False,True,False,False
1749,True,True,False,False
1750,False,True,False,False
1751,False,False,False,False
1752,True,True,False,False
1753,False,True,True,False
1754,True,True,False,False
1755,False,True,True,False
1756,True,True,True,True
1757,True,False,True,False
1758,False,True,True,False
1759,True,True,True,True
1760,True,True,True,True
1761,False,True,True,False
1762,False,False,True,False
1763,True,True,True,True
1764,False,True,True,False
1765,False,True,True,False
1766,False,True,False,False
1767,False,True,False,False
1768,False,True,True,False
1769,True,False,True,False
1770,False,True,False,False
1771,True,True,True,True
1772,True,True,False,False
1773,True,True,True,True
1774,True,True,True,True
1775,False,True,False,False
1776,True,True,True,True
1777,True,True,False,False
1778,False,True,False,False
1779,False,True,True,False
1780,False,True,True,False
1781,True,True,False,False
1782,False,True,True,False
1783,True,True,False,False
1784,True,True,True,True
1785,False,True,True,False
1786,True,False,False,False
1787,False,True,True,False
1788,False,True,False,False
1789,True,True,True,True
1790,False,True,True,False
1791,True,True,True,True
1792,False,True,True,False
1793,False,True,False,False
1794,True,True,False,False
1795,True,True,True,True
1796,True,True,True,True
1797,False,True,True,False
1798,False,True,False,False
1799,True,True,False,False
1800,False,False,False,False
1801,True,True,False,False
1802,True,True,True,True
1803,True,True,False,False
1804,False,True,True,False
1805,True,True,False,False
1806,True,True,False,False
1807,False,True,False,False
1808,True,False,False,False
1809,False,False,False,False
1810,True,True,False,False
1811,False,True,True,False
1812,False,False,False,False
1813,True,True,False,False
1814,True,True,False,False
1815,True,True,False,False
1816,True,True,False,False
1817,True,True,False,False
1818,True,True,False,False
1819,False,True,False,False
1820,False,True,False,False
1821,True,False,True,False
1822,False,True,True,False
1823,False,True,False,False
1824,True,True,False,False
1825,True,False,True,False
1826,True,False,False,False
1827,True,True,True,True
1828,True,True,True,True
1829,True,False,True,False
1830,True,True,False,False
1831,False,True,False,False
1832,True,True,True,True
1833,False,True,False,False
1834,True,True,True,True
1835,False,True,False,False
1836,False,True,False,False
1837,False,True,False,False
1838,True,True,False,False
1839,True,True,False,False
1840,True,False,False,False
1841,True,False,True,False
1842,False,True,False,False
1843,False,True,True,False
1844,False,True,False,False
1845,False,True,True,False
1846,True,True,False,False
1847,False,True,True,False
1848,True,False,True,False
1849,False,True,False,False
1850,True,True,False,False
1851,True,False,False,False
1852,True,True,True,True
1853,True,True,True,True
1854,False,False,False,False
1855,True,True,False,False
1856,False,True,True,False
1857,True,True,False,False
1858,True,False,False,False
1859,True,True,False,False
1860,False,True,False,False
1861,True,True,False,False
1862,False,False,True,False
1863,False,False,True,False
1864,False,True,False,False
1865,False,True,True,False
1866,True,True,True,True
1867,False,True,True,False
1868,True,True,False,False
1869,True,True,False,False
1870,True,True,False,False
1871,True,True,True,True
1872,True,True,True,True
1873,True,True,True,True
1874,False,True,False,False
1875,True,True,False,False
1876,False,True,True,False
1877,False,True,False,False
1878,False,False,False,False
1879,False,True,False,False
1880,True,True,False,False
1881,True,True,True,True
1882,True,True,False,False
1883,True,True,False,False
1884,False,True,False,False
1885,True,True,False,False
1886,True,True,True,True
1887,False,True,False,False
1888,True,False,True,False
1889,False,True,True,False
1890,False,True,False,False
1891,False,True,True,False
1892,False,True,False,False
1893,False,True,True,False
1894,True,True,True,True
1895,False,False,False,False
1896,True,True,True,True
1897,False,True,False,False
1898,False,False,False,False
1899,False,True,False,False
1900,True,True,False,False
1901,False,False,True,False
1902,False,False,True,False
1903,False,True,False,False
1904,False,True,True,False
1905,False,False,True,False
1906,False,True,False,False
1907,True,False,True,False
1908,True,True,False,False
1909,False,True,False,False
1910,False,True,True,False
1911,True,True,True,True
1912,False,False,True,False
1913,True,True,False,False
1914,True,True,False,False
1915,True,True,False,False
1916,True,True,True,True
1917,True,True,True,True
1918,True,True,True,True
1919,True,True,True,True
1920,True,True,False,False
1921,True,True,True,True
1922,True,False,False,False
1923,True,True,True,True
1924,True,True,False,False
1925,False,True,False,False
1926,False,True,True,False
1927,False,True,True,False
1928,True,True,True,True
1929,False,True,False,False
1930,True,True,False,False
1931,True,True,True,True
1932,True,True,False,False
1933,True,True,True,True
1934,True,True,False,False
1935,True,True,True,True
1936,True,True,False,False
1937,False,True,True,False
1938,True,True,True,True
1939,True,True,True,True
1940,True,True,False,False
1941,True,True,False,False
1942,False,False,False,False
1943,True,True,False,False
1944,False,True,False,False
1945,True,True,True,True
1946,True,True,False,False
1947,False,True,False,False
1948,True,True,False,False
1949,False,True,True,False
1950,True,True,True,True
1951,False,True,True,False
1952,True,True,False,False
1953,False,True,False,False
1954,True,True,True,True
1955,True,False,False,False
1956,True,True,False,False
1957,True,True,False,False
1958,True,True,False,False
1959,True,True,True,True
1960,False,True,False,False
1961,True,True,True,True
1962,True,True,False,False
1963,True,True,True,True
1964,False,False,True,False
1965,False,True,True,False
1966,False,False,False,False
1967,True,True,False,False
1968,False,True,False,False
1969,True,True,False,False
1970,True,True,False,False
1971,True,True,False,False
1972,True,True,False,False
1973,True,True,False,False
1974,True,False,True,False
1975,True,True,False,False
1976,True,True,True,True
1977,True,True,True,True
1978,True,True,False,False
1979,True,True,True,True
1980,True,True,True,True
1981,True,False,True,False
1982,False,True,False,False
1983,True,True,True,True
1984,True,True,True,True
1985,False,True,False,False
1986,False,True,True,False
1987,False,True,False,False
1988,True,True,False,False
1989,False,True,True,False
1990,True,True,True,True
1991,False,True,False,False
1992,True,False,False,False
1993,False,True,False,False
1994,False,True,True,False
1995,False,True,False,False
1996,False,True,False,False
1997,False,True,True,False
1998,False,True,False,False
1999,True,True,True,True
2000,True,True,True,True
2001,True,True,False,False
2002,False,True,False,False
2003,False,True,True,False
2004,False,True,True,False
2005,False,True,False,False
2006,True,True,True,True
2007,True,True,True,True
2008,True,True,False,False
2009,True,True,False,False
2010,True,False,False,False
2011,False,True,False,False
2012,True,True,True,True
2013,True,True,False,False
2014,True,False,True,False
2015,True,True,False,False
2016,False,True,False,False
2017,False,True,False,False
2018,False,False,True,False
2019,True,True,False,False
2020,False,True,False,False
2021,True,True,False,False
2022,False,True,False,False
2023,False,True,True,False
2024,True,True,False,False
2025,False,False,False,False
2026,True,True,True,True
2027,True,True,True,True
2028,False,True,False,False
2029,True,True,False,False
2030,True,True,True,True
2031,True,True,True,True
2032,False,True,True,False
2033,False,False,True,False
2034,True,True,False,False
2035,True,False,True,False
2036,True,True,True,True
2037,True,True,False,False
2038,False,True,False,False
2039,False,True,True,False
2040,True,True,False,False
2041,False,True,False,False
2042,True,True,False,False
2043,True,True,True,True
2044,False,True,False,False
2045,False,True,True,False
2046,False,True,False,False
2047,True,True,True,True
2048,False,True,True,False
2049,False,True,True,False
2050,True,True,False,False
2051,True,False,False,False
2052,False,True,True,False
2053,False,False,False,False
2054,True,True,False,False
2055,True,True,True,True
2056,False,True,True,False
2057,True,True,False,False
2058,True,True,False,False
2059,False,True,False,False
2060,False,True,False,False
2061,False,True,True,False
2062,True,True,False,False
2063,True,False,True,False
2064,True,True,True,True
2065,False,True,False,False
2066,True,True,True,True
2067,False,False,False,False
2068,True,True,False,False
2069,False,False,True,False
2070,False,True,False,False
2071,True,True,True,True
2072,False,False,False,False
2073,True,True,False,False
2074,True,True,False,False
2075,False,False,False,False
2076,False,True,True,False
2077,False,True,True,False
2078,False,True,True,False
2079,True,False,True,False
2080,False,True,False,False
2081,False,True,True,False
2082,False,True,False,False
2083,False,True,False,False
2084,False,True,True,False
2085,False,True,True,False
2086,True,True,False,False
2087,True,True,True,True
2088,True,True,False,False
2089,False,False,True,False
2090,True,True,True,True
2091,False,False,True,False
2092,True,False,True,False
2093,False,True,False,False
2094,False,True,False,False
2095,False,True,False,False
2096,True,True,False,False
2097,True,True,True,True
2098,True,True,False,False
2099,False,False,False,False
2100,True,True,True,True
2101,False,True,False,False
2102,False,True,True,False
2103,False,True,False,False
2104,False,True,True,False
2105,True,True,False,False
2106,False,True,False,False
2107,True,True,True,True
2108,False,True,False,False
2109,False,True,True,False
2110,True,True,True,True
2111,True,True,False,False
2112,False,False,False,False
2113,True,True,True,True
2114,False,True,False,False
2115,False,True,True,False
2116,True,True,False,False
2117,True,True,False,False
2118,False,True,False,False
2119,False,True,True,False
2120,False,True,True,False
2121,True,True,True,True
2122,False,True,False,False
2123,True,True,True,True
2124,True,True,True,True
2125,True,True,True,True
2126,True,True,True,True
2127,False,True,False,False
2128,False,True,False,False
2129,False,True,True,False
2130,False,True,True,False
2131,True,True,True,True
2132,True,True,True,True
2133,False,True,False,False
2134,False,True,True,False
2135,True,True,True,True
2136,True,False,False,False
2137,True,True,True,True
2138,False,True,False,False
2139,True,True,True,True
2140,False,True,True,False
2141,False,True,False,False
2142,False,True,False,False
2143,True,True,False,False
2144,True,True,False,False
2145,False,False,True,False
2146,True,True,False,False
2147,False,True,False,False
2148,False,True,False,False
2149,True,True,True,True
2150,True,False,True,False
2151,True,True,False,False
2152,False,True,True,False
2153,False,True,False,False
2154,False,True,True,False
2155,True,True,True,True
2156,False,True,False,False
2157,True,True,False,False
2158,False,False,False,False
2159,False,True,False,False
2160,False,False,False,False
2161,True,True,True,True
2162,True,True,True,True
2163,False,True,False,False
2164,False,True,False,False
2165,False,True,False,False
2166,False,True,False,False
2167,True,True,False,False
2168,True,True,True,True
2169,True,True,False,False
2170,False,True,True,False
2171,False,True,True,False
2172,True,True,True,True
2173,True,True,True,True
2174,False,True,True,False
2175,True,True,True,True
2176,True,True,True,True
2177,True,True,True,True
2178,True,True,True,True
2179,False,True,True,False
2180,True,True,False,False
2181,True,True,True,True
2182,True,True,True,True
2183,True,True,False,False
2184,False,False,True,False
2185,True,True,True,True
2186,False,True,False,False
2187,False,True,True,False
2188,True,True,True,True
2189,False,True,True,False
2190,True,True,True,True
2191,True,True,False,False
2192,True,True,False,False
2193,False,True,True,False
2194,True,True,True,True
2195,False,True,False,False
2196,True,True,False,False
2197,True,True,False,False
2198,False,True,False,False
2199,False,True,False,False
2200,False,True,False,False
2201,True,False,True,False
2202,True,True,True,True
2203,False,True,True,False
2204,True,True,False,False
2205,True,True,True,True
2206,True,True,True,True
2207,False,True,True,False
2208,False,True,False,False
2209,True,True,False,False
2210,False,True,True,False
2211,False,True,True,False
2212,False,False,False,False
2213,False,False,False,False
2214,True,True,False,False
2215,True,False,False,False
2216,False,True,True,False
2217,True,True,False,False
2218,False,True,True,False
2219,True,True,True,True
2220,False,True,True,False
2221,True,True,False,False
2222,True,True,True,True
2223,False,True,False,False
2224,False,True,False,False
2225,False,False,False,False
2226,False,True,True,False
2227,True,True,True,True
2228,True,True,False,False
2229,True,True,True,True
2230,True,False,False,False
2231,True,False,True,False
2232,True,True,False,False
2233,False,True,False,False
2234,False,True,True,False
2235,False,True,True,False
